date,Fed_Rate,GDP,CPI
1954-07-01,1.13,390.996,26.9
1954-07-02,1.25,390.996,26.9
1954-07-03,1.25,390.996,26.9
1954-07-04,1.25,390.996,26.9
1954-07-05,0.88,390.996,26.9
1954-07-06,0.25,390.996,26.9
1954-07-07,1.0,390.996,26.9
1954-07-08,1.25,390.996,26.9
1954-07-09,1.25,390.996,26.9
1954-07-10,1.25,390.996,26.9
1954-07-11,1.25,390.996,26.9
1954-07-12,1.25,390.996,26.9
1954-07-13,1.13,390.996,26.9
1954-07-14,1.13,390.996,26.9
1954-07-15,0.75,390.996,26.9
1954-07-16,0.75,390.996,26.9
1954-07-17,0.75,390.996,26.9
1954-07-18,0.75,390.996,26.9
1954-07-19,0.5,390.996,26.9
1954-07-20,0.25,390.996,26.9
1954-07-21,0.25,390.996,26.9
1954-07-22,0.75,390.996,26.9
1954-07-23,0.75,390.996,26.9
1954-07-24,0.75,390.996,26.9
1954-07-25,0.75,390.996,26.9
1954-07-26,0.75,390.996,26.9
1954-07-27,0.38,390.996,26.9
1954-07-28,0.25,390.996,26.9
1954-07-29,0.38,390.996,26.9
1954-07-30,0.25,390.996,26.9
1954-07-31,0.25,390.996,26.9
1954-08-01,0.25,390.996,26.9
1954-08-02,0.38,390.996,26.9
1954-08-03,0.25,390.996,26.9
1954-08-04,0.13,390.996,26.9
1954-08-05,0.75,390.996,26.9
1954-08-06,1.38,390.996,26.9
1954-08-07,1.38,390.996,26.9
1954-08-08,1.38,390.996,26.9
1954-08-09,1.38,390.996,26.9
1954-08-10,1.44,390.996,26.9
1954-08-11,1.44,390.996,26.9
1954-08-12,1.38,390.996,26.9
1954-08-13,1.44,390.996,26.9
1954-08-14,1.44,390.996,26.9
1954-08-15,1.44,390.996,26.9
1954-08-16,1.38,390.996,26.9
1954-08-17,1.38,390.996,26.9
1954-08-18,1.44,390.996,26.9
1954-08-19,1.38,390.996,26.9
1954-08-20,1.44,390.996,26.9
1954-08-21,1.44,390.996,26.9
1954-08-22,1.44,390.996,26.9
1954-08-23,1.44,390.996,26.9
1954-08-24,1.38,390.996,26.9
1954-08-25,1.38,390.996,26.9
1954-08-26,1.25,390.996,26.9
1954-08-27,1.25,390.996,26.9
1954-08-28,1.25,390.996,26.9
1954-08-29,1.25,390.996,26.9
1954-08-30,1.44,390.996,26.9
1954-08-31,1.44,390.996,26.9
1954-09-01,1.44,390.996,26.8
1954-09-02,1.38,390.996,26.8
1954-09-03,1.38,390.996,26.8
1954-09-04,1.38,390.996,26.8
1954-09-05,1.38,390.996,26.8
1954-09-06,1.0,390.996,26.8
1954-09-07,1.13,390.996,26.8
1954-09-08,0.88,390.996,26.8
1954-09-09,1.25,390.996,26.8
1954-09-10,1.25,390.996,26.8
1954-09-11,1.25,390.996,26.8
1954-09-12,1.25,390.996,26.8
1954-09-13,1.38,390.996,26.8
1954-09-14,1.25,390.996,26.8
1954-09-15,1.0,390.996,26.8
1954-09-16,1.0,390.996,26.8
1954-09-17,0.5,390.996,26.8
1954-09-18,0.5,390.996,26.8
1954-09-19,0.5,390.996,26.8
1954-09-20,0.5,390.996,26.8
1954-09-21,0.5,390.996,26.8
1954-09-22,0.38,390.996,26.8
1954-09-23,0.75,390.996,26.8
1954-09-24,1.13,390.996,26.8
1954-09-25,1.13,390.996,26.8
1954-09-26,1.13,390.996,26.8
1954-09-27,1.25,390.996,26.8
1954-09-28,1.25,390.996,26.8
1954-09-29,1.44,390.996,26.8
1954-09-30,1.44,390.996,26.8
1954-10-01,0.5,399.734,26.8
1954-10-02,0.5,399.734,26.8
1954-10-03,0.5,399.734,26.8
1954-10-04,0.5,399.734,26.8
1954-10-05,0.25,399.734,26.8
1954-10-06,0.13,399.734,26.8
1954-10-07,1.25,399.734,26.8
1954-10-08,1.25,399.734,26.8
1954-10-09,1.25,399.734,26.8
1954-10-10,1.25,399.734,26.8
1954-10-11,1.25,399.734,26.8
1954-10-12,1.25,399.734,26.8
1954-10-13,1.38,399.734,26.8
1954-10-14,1.38,399.734,26.8
1954-10-15,1.0,399.734,26.8
1954-10-16,1.0,399.734,26.8
1954-10-17,1.0,399.734,26.8
1954-10-18,0.38,399.734,26.8
1954-10-19,0.38,399.734,26.8
1954-10-20,0.25,399.734,26.8
1954-10-21,1.0,399.734,26.8
1954-10-22,0.63,399.734,26.8
1954-10-23,0.63,399.734,26.8
1954-10-24,0.63,399.734,26.8
1954-10-25,1.0,399.734,26.8
1954-10-26,0.75,399.734,26.8
1954-10-27,0.63,399.734,26.8
1954-10-28,1.0,399.734,26.8
1954-10-29,1.13,399.734,26.8
1954-10-30,1.13,399.734,26.8
1954-10-31,1.13,399.734,26.8
1954-11-01,1.38,399.734,26.8
1954-11-02,1.38,399.734,26.8
1954-11-03,1.13,399.734,26.8
1954-11-04,1.0,399.734,26.8
1954-11-05,0.25,399.734,26.8
1954-11-06,0.25,399.734,26.8
1954-11-07,0.25,399.734,26.8
1954-11-08,0.25,399.734,26.8
1954-11-09,0.13,399.734,26.8
1954-11-10,0.13,399.734,26.8
1954-11-11,0.5,399.734,26.8
1954-11-12,0.5,399.734,26.8
1954-11-13,0.5,399.734,26.8
1954-11-14,0.5,399.734,26.8
1954-11-15,0.13,399.734,26.8
1954-11-16,0.13,399.734,26.8
1954-11-17,0.5,399.734,26.8
1954-11-18,1.0,399.734,26.8
1954-11-19,0.88,399.734,26.8
1954-11-20,0.88,399.734,26.8
1954-11-21,0.88,399.734,26.8
1954-11-22,1.0,399.734,26.8
1954-11-23,1.44,399.734,26.8
1954-11-24,1.44,399.734,26.8
1954-11-25,1.44,399.734,26.8
1954-11-26,1.44,399.734,26.8
1954-11-27,1.44,399.734,26.8
1954-11-28,1.44,399.734,26.8
1954-11-29,1.44,399.734,26.8
1954-11-30,1.38,399.734,26.8
1954-12-01,1.25,399.734,26.7
1954-12-02,1.38,399.734,26.7
1954-12-03,1.44,399.734,26.7
1954-12-04,1.44,399.734,26.7
1954-12-05,1.44,399.734,26.7
1954-12-06,1.44,399.734,26.7
1954-12-07,1.38,399.734,26.7
1954-12-08,1.44,399.734,26.7
1954-12-09,1.25,399.734,26.7
1954-12-10,1.44,399.734,26.7
1954-12-11,1.44,399.734,26.7
1954-12-12,1.44,399.734,26.7
1954-12-13,1.44,399.734,26.7
1954-12-14,1.44,399.734,26.7
1954-12-15,0.5,399.734,26.7
1954-12-16,1.25,399.734,26.7
1954-12-17,1.25,399.734,26.7
1954-12-18,1.25,399.734,26.7
1954-12-19,1.25,399.734,26.7
1954-12-20,1.25,399.734,26.7
1954-12-21,1.25,399.734,26.7
1954-12-22,0.75,399.734,26.7
1954-12-23,1.0,399.734,26.7
1954-12-24,1.0,399.734,26.7
1954-12-25,1.0,399.734,26.7
1954-12-26,1.0,399.734,26.7
1954-12-27,1.44,399.734,26.7
1954-12-28,1.44,399.734,26.7
1954-12-29,1.44,399.734,26.7
1954-12-30,1.44,399.734,26.7
1954-12-31,1.44,399.734,26.7
1955-01-01,1.44,413.073,26.7
1955-01-02,1.44,413.073,26.7
1955-01-03,1.44,413.073,26.7
1955-01-04,1.25,413.073,26.7
1955-01-05,1.0,413.073,26.7
1955-01-06,1.25,413.073,26.7
1955-01-07,1.44,413.073,26.7
1955-01-08,1.44,413.073,26.7
1955-01-09,1.44,413.073,26.7
1955-01-10,1.44,413.073,26.7
1955-01-11,1.44,413.073,26.7
1955-01-12,1.44,413.073,26.7
1955-01-13,1.44,413.073,26.7
1955-01-14,1.44,413.073,26.7
1955-01-15,1.44,413.073,26.7
1955-01-16,1.44,413.073,26.7
1955-01-17,1.44,413.073,26.7
1955-01-18,1.38,413.073,26.7
1955-01-19,1.0,413.073,26.7
1955-01-20,1.44,413.073,26.7
1955-01-21,1.44,413.073,26.7
1955-01-22,1.44,413.073,26.7
1955-01-23,1.44,413.073,26.7
1955-01-24,1.44,413.073,26.7
1955-01-25,1.25,413.073,26.7
1955-01-26,1.44,413.073,26.7
1955-01-27,1.44,413.073,26.7
1955-01-28,1.44,413.073,26.7
1955-01-29,1.44,413.073,26.7
1955-01-30,1.44,413.073,26.7
1955-01-31,1.44,413.073,26.7
1955-02-01,1.44,413.073,26.7
1955-02-02,1.44,413.073,26.7
1955-02-03,1.44,413.073,26.7
1955-02-04,1.44,413.073,26.7
1955-02-05,1.44,413.073,26.7
1955-02-06,1.44,413.073,26.7
1955-02-07,1.38,413.073,26.7
1955-02-08,1.0,413.073,26.7
1955-02-09,0.75,413.073,26.7
1955-02-10,1.0,413.073,26.7
1955-02-11,1.25,413.073,26.7
1955-02-12,1.25,413.073,26.7
1955-02-13,1.25,413.073,26.7
1955-02-14,0.75,413.073,26.7
1955-02-15,1.0,413.073,26.7
1955-02-16,1.44,413.073,26.7
1955-02-17,1.44,413.073,26.7
1955-02-18,1.44,413.073,26.7
1955-02-19,1.44,413.073,26.7
1955-02-20,1.44,413.073,26.7
1955-02-21,1.25,413.073,26.7
1955-02-22,1.25,413.073,26.7
1955-02-23,1.0,413.073,26.7
1955-02-24,1.44,413.073,26.7
1955-02-25,1.44,413.073,26.7
1955-02-26,1.44,413.073,26.7
1955-02-27,1.44,413.073,26.7
1955-02-28,1.44,413.073,26.7
1955-03-01,1.44,413.073,26.7
1955-03-02,1.0,413.073,26.7
1955-03-03,1.25,413.073,26.7
1955-03-04,1.44,413.073,26.7
1955-03-05,1.44,413.073,26.7
1955-03-06,1.44,413.073,26.7
1955-03-07,1.44,413.073,26.7
1955-03-08,1.44,413.073,26.7
1955-03-09,1.44,413.073,26.7
1955-03-10,1.44,413.073,26.7
1955-03-11,1.44,413.073,26.7
1955-03-12,1.44,413.073,26.7
1955-03-13,1.44,413.073,26.7
1955-03-14,1.44,413.073,26.7
1955-03-15,1.0,413.073,26.7
1955-03-16,0.5,413.073,26.7
1955-03-17,1.44,413.073,26.7
1955-03-18,1.44,413.073,26.7
1955-03-19,1.44,413.073,26.7
1955-03-20,1.44,413.073,26.7
1955-03-21,1.44,413.073,26.7
1955-03-22,1.25,413.073,26.7
1955-03-23,0.75,413.073,26.7
1955-03-24,1.44,413.073,26.7
1955-03-25,1.44,413.073,26.7
1955-03-26,1.44,413.073,26.7
1955-03-27,1.44,413.073,26.7
1955-03-28,1.44,413.073,26.7
1955-03-29,1.44,413.073,26.7
1955-03-30,1.44,413.073,26.7
1955-03-31,1.44,413.073,26.7
1955-04-01,1.44,421.532,26.7
1955-04-02,1.44,421.532,26.7
1955-04-03,1.44,421.532,26.7
1955-04-04,1.44,421.532,26.7
1955-04-05,1.44,421.532,26.7
1955-04-06,1.44,421.532,26.7
1955-04-07,1.44,421.532,26.7
1955-04-08,1.44,421.532,26.7
1955-04-09,1.44,421.532,26.7
1955-04-10,1.44,421.532,26.7
1955-04-11,1.44,421.532,26.7
1955-04-12,1.44,421.532,26.7
1955-04-13,1.44,421.532,26.7
1955-04-14,1.44,421.532,26.7
1955-04-15,1.38,421.532,26.7
1955-04-16,1.38,421.532,26.7
1955-04-17,1.38,421.532,26.7
1955-04-18,1.5,421.532,26.7
1955-04-19,1.25,421.532,26.7
1955-04-20,1.5,421.532,26.7
1955-04-21,1.63,421.532,26.7
1955-04-22,1.63,421.532,26.7
1955-04-23,1.63,421.532,26.7
1955-04-24,1.63,421.532,26.7
1955-04-25,1.38,421.532,26.7
1955-04-26,1.0,421.532,26.7
1955-04-27,0.5,421.532,26.7
1955-04-28,1.5,421.532,26.7
1955-04-29,1.69,421.532,26.7
1955-04-30,1.69,421.532,26.7
1955-05-01,1.69,421.532,26.7
1955-05-02,1.69,421.532,26.7
1955-05-03,1.69,421.532,26.7
1955-05-04,1.69,421.532,26.7
1955-05-05,1.63,421.532,26.7
1955-05-06,1.5,421.532,26.7
1955-05-07,1.5,421.532,26.7
1955-05-08,1.5,421.532,26.7
1955-05-09,1.25,421.532,26.7
1955-05-10,0.75,421.532,26.7
1955-05-11,1.0,421.532,26.7
1955-05-12,1.69,421.532,26.7
1955-05-13,1.63,421.532,26.7
1955-05-14,1.63,421.532,26.7
1955-05-15,1.63,421.532,26.7
1955-05-16,1.63,421.532,26.7
1955-05-17,0.5,421.532,26.7
1955-05-18,0.5,421.532,26.7
1955-05-19,1.5,421.532,26.7
1955-05-20,1.0,421.532,26.7
1955-05-21,1.0,421.532,26.7
1955-05-22,1.0,421.532,26.7
1955-05-23,1.5,421.532,26.7
1955-05-24,1.5,421.532,26.7
1955-05-25,1.69,421.532,26.7
1955-05-26,1.69,421.532,26.7
1955-05-27,1.69,421.532,26.7
1955-05-28,1.69,421.532,26.7
1955-05-29,1.69,421.532,26.7
1955-05-30,1.69,421.532,26.7
1955-05-31,1.69,421.532,26.7
1955-06-01,1.69,421.532,26.7
1955-06-02,1.69,421.532,26.7
1955-06-03,1.69,421.532,26.7
1955-06-04,1.69,421.532,26.7
1955-06-05,1.69,421.532,26.7
1955-06-06,1.69,421.532,26.7
1955-06-07,1.63,421.532,26.7
1955-06-08,1.63,421.532,26.7
1955-06-09,1.69,421.532,26.7
1955-06-10,1.69,421.532,26.7
1955-06-11,1.69,421.532,26.7
1955-06-12,1.69,421.532,26.7
1955-06-13,1.69,421.532,26.7
1955-06-14,1.69,421.532,26.7
1955-06-15,1.69,421.532,26.7
1955-06-16,1.69,421.532,26.7
1955-06-17,1.5,421.532,26.7
1955-06-18,1.5,421.532,26.7
1955-06-19,1.5,421.532,26.7
1955-06-20,1.63,421.532,26.7
1955-06-21,1.63,421.532,26.7
1955-06-22,1.38,421.532,26.7
1955-06-23,1.63,421.532,26.7
1955-06-24,1.63,421.532,26.7
1955-06-25,1.63,421.532,26.7
1955-06-26,1.63,421.532,26.7
1955-06-27,1.69,421.532,26.7
1955-06-28,1.69,421.532,26.7
1955-06-29,1.69,421.532,26.7
1955-06-30,1.69,421.532,26.7
1955-07-01,1.69,430.221,26.8
1955-07-02,1.69,430.221,26.8
1955-07-03,1.69,430.221,26.8
1955-07-04,1.69,430.221,26.8
1955-07-05,1.69,430.221,26.8
1955-07-06,1.69,430.221,26.8
1955-07-07,1.69,430.221,26.8
1955-07-08,1.69,430.221,26.8
1955-07-09,1.69,430.221,26.8
1955-07-10,1.69,430.221,26.8
1955-07-11,1.69,430.221,26.8
1955-07-12,1.69,430.221,26.8
1955-07-13,1.69,430.221,26.8
1955-07-14,1.69,430.221,26.8
1955-07-15,1.63,430.221,26.8
1955-07-16,1.63,430.221,26.8
1955-07-17,1.63,430.221,26.8
1955-07-18,1.63,430.221,26.8
1955-07-19,1.63,430.221,26.8
1955-07-20,1.69,430.221,26.8
1955-07-21,1.69,430.221,26.8
1955-07-22,1.69,430.221,26.8
1955-07-23,1.69,430.221,26.8
1955-07-24,1.69,430.221,26.8
1955-07-25,1.63,430.221,26.8
1955-07-26,1.63,430.221,26.8
1955-07-27,1.69,430.221,26.8
1955-07-28,1.69,430.221,26.8
1955-07-29,1.75,430.221,26.8
1955-07-30,1.75,430.221,26.8
1955-07-31,1.75,430.221,26.8
1955-08-01,1.69,430.221,26.8
1955-08-02,1.69,430.221,26.8
1955-08-03,1.69,430.221,26.8
1955-08-04,2.0,430.221,26.8
1955-08-05,2.0,430.221,26.8
1955-08-06,2.0,430.221,26.8
1955-08-07,2.0,430.221,26.8
1955-08-08,1.94,430.221,26.8
1955-08-09,1.94,430.221,26.8
1955-08-10,1.94,430.221,26.8
1955-08-11,1.94,430.221,26.8
1955-08-12,2.0,430.221,26.8
1955-08-13,2.0,430.221,26.8
1955-08-14,2.0,430.221,26.8
1955-08-15,2.0,430.221,26.8
1955-08-16,1.94,430.221,26.8
1955-08-17,1.94,430.221,26.8
1955-08-18,2.0,430.221,26.8
1955-08-19,2.0,430.221,26.8
1955-08-20,2.0,430.221,26.8
1955-08-21,2.0,430.221,26.8
1955-08-22,2.0,430.221,26.8
1955-08-23,2.0,430.221,26.8
1955-08-24,1.94,430.221,26.8
1955-08-25,2.0,430.221,26.8
1955-08-26,2.0,430.221,26.8
1955-08-27,2.0,430.221,26.8
1955-08-28,2.0,430.221,26.8
1955-08-29,2.0,430.221,26.8
1955-08-30,2.0,430.221,26.8
1955-08-31,2.0,430.221,26.8
1955-09-01,2.0,430.221,26.9
1955-09-02,2.13,430.221,26.9
1955-09-03,2.13,430.221,26.9
1955-09-04,2.13,430.221,26.9
1955-09-05,2.13,430.221,26.9
1955-09-06,2.0,430.221,26.9
1955-09-07,2.0,430.221,26.9
1955-09-08,2.13,430.221,26.9
1955-09-09,2.25,430.221,26.9
1955-09-10,2.25,430.221,26.9
1955-09-11,2.25,430.221,26.9
1955-09-12,2.25,430.221,26.9
1955-09-13,2.19,430.221,26.9
1955-09-14,2.0,430.221,26.9
1955-09-15,2.25,430.221,26.9
1955-09-16,2.19,430.221,26.9
1955-09-17,2.19,430.221,26.9
1955-09-18,2.19,430.221,26.9
1955-09-19,2.19,430.221,26.9
1955-09-20,2.19,430.221,26.9
1955-09-21,2.19,430.221,26.9
1955-09-22,2.19,430.221,26.9
1955-09-23,2.25,430.221,26.9
1955-09-24,2.25,430.221,26.9
1955-09-25,2.25,430.221,26.9
1955-09-26,2.25,430.221,26.9
1955-09-27,2.25,430.221,26.9
1955-09-28,2.25,430.221,26.9
1955-09-29,2.25,430.221,26.9
1955-09-30,2.19,430.221,26.9
1955-10-01,2.19,437.092,26.9
1955-10-02,2.19,437.092,26.9
1955-10-03,2.25,437.092,26.9
1955-10-04,2.25,437.092,26.9
1955-10-05,2.19,437.092,26.9
1955-10-06,2.25,437.092,26.9
1955-10-07,2.25,437.092,26.9
1955-10-08,2.25,437.092,26.9
1955-10-09,2.25,437.092,26.9
1955-10-10,2.25,437.092,26.9
1955-10-11,2.25,437.092,26.9
1955-10-12,2.25,437.092,26.9
1955-10-13,2.25,437.092,26.9
1955-10-14,2.25,437.092,26.9
1955-10-15,2.25,437.092,26.9
1955-10-16,2.25,437.092,26.9
1955-10-17,2.25,437.092,26.9
1955-10-18,2.19,437.092,26.9
1955-10-19,2.19,437.092,26.9
1955-10-20,2.25,437.092,26.9
1955-10-21,2.25,437.092,26.9
1955-10-22,2.25,437.092,26.9
1955-10-23,2.25,437.092,26.9
1955-10-24,2.25,437.092,26.9
1955-10-25,2.25,437.092,26.9
1955-10-26,2.25,437.092,26.9
1955-10-27,2.25,437.092,26.9
1955-10-28,2.25,437.092,26.9
1955-10-29,2.25,437.092,26.9
1955-10-30,2.25,437.092,26.9
1955-10-31,2.25,437.092,26.9
1955-11-01,2.25,437.092,26.9
1955-11-02,2.25,437.092,26.9
1955-11-03,2.25,437.092,26.9
1955-11-04,2.25,437.092,26.9
1955-11-05,2.25,437.092,26.9
1955-11-06,2.25,437.092,26.9
1955-11-07,2.25,437.092,26.9
1955-11-08,2.25,437.092,26.9
1955-11-09,2.25,437.092,26.9
1955-11-10,2.25,437.092,26.9
1955-11-11,2.25,437.092,26.9
1955-11-12,2.25,437.092,26.9
1955-11-13,2.25,437.092,26.9
1955-11-14,2.25,437.092,26.9
1955-11-15,2.25,437.092,26.9
1955-11-16,2.19,437.092,26.9
1955-11-17,2.25,437.092,26.9
1955-11-18,2.5,437.092,26.9
1955-11-19,2.5,437.092,26.9
1955-11-20,2.5,437.092,26.9
1955-11-21,2.5,437.092,26.9
1955-11-22,2.5,437.092,26.9
1955-11-23,2.5,437.092,26.9
1955-11-24,2.5,437.092,26.9
1955-11-25,2.5,437.092,26.9
1955-11-26,2.5,437.092,26.9
1955-11-27,2.5,437.092,26.9
1955-11-28,2.5,437.092,26.9
1955-11-29,2.5,437.092,26.9
1955-11-30,2.44,437.092,26.9
1955-12-01,2.5,437.092,26.8
1955-12-02,2.5,437.092,26.8
1955-12-03,2.5,437.092,26.8
1955-12-04,2.5,437.092,26.8
1955-12-05,2.5,437.092,26.8
1955-12-06,2.5,437.092,26.8
1955-12-07,2.5,437.092,26.8
1955-12-08,2.5,437.092,26.8
1955-12-09,2.5,437.092,26.8
1955-12-10,2.5,437.092,26.8
1955-12-11,2.5,437.092,26.8
1955-12-12,2.5,437.092,26.8
1955-12-13,2.44,437.092,26.8
1955-12-14,2.25,437.092,26.8
1955-12-15,2.44,437.092,26.8
1955-12-16,2.5,437.092,26.8
1955-12-17,2.5,437.092,26.8
1955-12-18,2.5,437.092,26.8
1955-12-19,2.5,437.092,26.8
1955-12-20,2.5,437.092,26.8
1955-12-21,2.44,437.092,26.8
1955-12-22,2.5,437.092,26.8
1955-12-23,2.5,437.092,26.8
1955-12-24,2.5,437.092,26.8
1955-12-25,2.5,437.092,26.8
1955-12-26,2.5,437.092,26.8
1955-12-27,2.5,437.092,26.8
1955-12-28,2.38,437.092,26.8
1955-12-29,2.5,437.092,26.8
1955-12-30,2.5,437.092,26.8
1955-12-31,2.5,437.092,26.8
1956-01-01,2.5,439.746,26.8
1956-01-02,2.5,439.746,26.8
1956-01-03,2.44,439.746,26.8
1956-01-04,1.25,439.746,26.8
1956-01-05,2.5,439.746,26.8
1956-01-06,2.5,439.746,26.8
1956-01-07,2.5,439.746,26.8
1956-01-08,2.5,439.746,26.8
1956-01-09,2.5,439.746,26.8
1956-01-10,2.44,439.746,26.8
1956-01-11,2.44,439.746,26.8
1956-01-12,2.5,439.746,26.8
1956-01-13,2.5,439.746,26.8
1956-01-14,2.5,439.746,26.8
1956-01-15,2.5,439.746,26.8
1956-01-16,2.5,439.746,26.8
1956-01-17,2.5,439.746,26.8
1956-01-18,2.5,439.746,26.8
1956-01-19,2.5,439.746,26.8
1956-01-20,2.5,439.746,26.8
1956-01-21,2.5,439.746,26.8
1956-01-22,2.5,439.746,26.8
1956-01-23,2.5,439.746,26.8
1956-01-24,2.5,439.746,26.8
1956-01-25,2.5,439.746,26.8
1956-01-26,2.5,439.746,26.8
1956-01-27,2.5,439.746,26.8
1956-01-28,2.5,439.746,26.8
1956-01-29,2.5,439.746,26.8
1956-01-30,2.5,439.746,26.8
1956-01-31,2.5,439.746,26.8
1956-02-01,2.5,439.746,26.8
1956-02-02,2.5,439.746,26.8
1956-02-03,2.5,439.746,26.8
1956-02-04,2.5,439.746,26.8
1956-02-05,2.5,439.746,26.8
1956-02-06,2.5,439.746,26.8
1956-02-07,2.5,439.746,26.8
1956-02-08,2.5,439.746,26.8
1956-02-09,2.5,439.746,26.8
1956-02-10,2.5,439.746,26.8
1956-02-11,2.5,439.746,26.8
1956-02-12,2.5,439.746,26.8
1956-02-13,2.5,439.746,26.8
1956-02-14,2.5,439.746,26.8
1956-02-15,2.5,439.746,26.8
1956-02-16,2.5,439.746,26.8
1956-02-17,2.5,439.746,26.8
1956-02-18,2.5,439.746,26.8
1956-02-19,2.5,439.746,26.8
1956-02-20,2.5,439.746,26.8
1956-02-21,2.44,439.746,26.8
1956-02-22,2.44,439.746,26.8
1956-02-23,2.5,439.746,26.8
1956-02-24,2.5,439.746,26.8
1956-02-25,2.5,439.746,26.8
1956-02-26,2.5,439.746,26.8
1956-02-27,2.5,439.746,26.8
1956-02-28,2.5,439.746,26.8
1956-02-29,2.5,439.746,26.8
1956-03-01,2.5,439.746,26.8
1956-03-02,2.5,439.746,26.8
1956-03-03,2.5,439.746,26.8
1956-03-04,2.5,439.746,26.8
1956-03-05,2.5,439.746,26.8
1956-03-06,2.5,439.746,26.8
1956-03-07,2.5,439.746,26.8
1956-03-08,2.5,439.746,26.8
1956-03-09,2.5,439.746,26.8
1956-03-10,2.5,439.746,26.8
1956-03-11,2.5,439.746,26.8
1956-03-12,2.5,439.746,26.8
1956-03-13,2.5,439.746,26.8
1956-03-14,2.44,439.746,26.8
1956-03-15,2.5,439.746,26.8
1956-03-16,2.5,439.746,26.8
1956-03-17,2.5,439.746,26.8
1956-03-18,2.5,439.746,26.8
1956-03-19,2.5,439.746,26.8
1956-03-20,2.5,439.746,26.8
1956-03-21,2.5,439.746,26.8
1956-03-22,2.5,439.746,26.8
1956-03-23,2.5,439.746,26.8
1956-03-24,2.5,439.746,26.8
1956-03-25,2.5,439.746,26.8
1956-03-26,2.5,439.746,26.8
1956-03-27,2.5,439.746,26.8
1956-03-28,2.5,439.746,26.8
1956-03-29,2.5,439.746,26.8
1956-03-30,2.5,439.746,26.8
1956-03-31,2.5,439.746,26.8
1956-04-01,2.5,446.01,26.9
1956-04-02,2.5,446.01,26.9
1956-04-03,2.5,446.01,26.9
1956-04-04,2.5,446.01,26.9
1956-04-05,2.5,446.01,26.9
1956-04-06,2.5,446.01,26.9
1956-04-07,2.5,446.01,26.9
1956-04-08,2.5,446.01,26.9
1956-04-09,2.5,446.01,26.9
1956-04-10,2.5,446.01,26.9
1956-04-11,2.5,446.01,26.9
1956-04-12,2.5,446.01,26.9
1956-04-13,2.75,446.01,26.9
1956-04-14,2.75,446.01,26.9
1956-04-15,2.75,446.01,26.9
1956-04-16,2.69,446.01,26.9
1956-04-17,2.38,446.01,26.9
1956-04-18,2.38,446.01,26.9
1956-04-19,2.75,446.01,26.9
1956-04-20,2.75,446.01,26.9
1956-04-21,2.75,446.01,26.9
1956-04-22,2.75,446.01,26.9
1956-04-23,2.75,446.01,26.9
1956-04-24,2.75,446.01,26.9
1956-04-25,2.75,446.01,26.9
1956-04-26,2.75,446.01,26.9
1956-04-27,2.75,446.01,26.9
1956-04-28,2.75,446.01,26.9
1956-04-29,2.75,446.01,26.9
1956-04-30,2.75,446.01,26.9
1956-05-01,2.75,446.01,27.0
1956-05-02,2.75,446.01,27.0
1956-05-03,2.75,446.01,27.0
1956-05-04,2.75,446.01,27.0
1956-05-05,2.75,446.01,27.0
1956-05-06,2.75,446.01,27.0
1956-05-07,2.75,446.01,27.0
1956-05-08,2.75,446.01,27.0
1956-05-09,2.75,446.01,27.0
1956-05-10,2.75,446.01,27.0
1956-05-11,2.75,446.01,27.0
1956-05-12,2.75,446.01,27.0
1956-05-13,2.75,446.01,27.0
1956-05-14,2.75,446.01,27.0
1956-05-15,2.75,446.01,27.0
1956-05-16,2.75,446.01,27.0
1956-05-17,2.75,446.01,27.0
1956-05-18,2.75,446.01,27.0
1956-05-19,2.75,446.01,27.0
1956-05-20,2.75,446.01,27.0
1956-05-21,2.75,446.01,27.0
1956-05-22,2.75,446.01,27.0
1956-05-23,2.75,446.01,27.0
1956-05-24,2.75,446.01,27.0
1956-05-25,2.75,446.01,27.0
1956-05-26,2.75,446.01,27.0
1956-05-27,2.75,446.01,27.0
1956-05-28,2.75,446.01,27.0
1956-05-29,2.75,446.01,27.0
1956-05-30,2.75,446.01,27.0
1956-05-31,2.75,446.01,27.0
1956-06-01,2.75,446.01,27.2
1956-06-02,2.75,446.01,27.2
1956-06-03,2.75,446.01,27.2
1956-06-04,2.75,446.01,27.2
1956-06-05,2.75,446.01,27.2
1956-06-06,2.5,446.01,27.2
1956-06-07,2.75,446.01,27.2
1956-06-08,2.75,446.01,27.2
1956-06-09,2.75,446.01,27.2
1956-06-10,2.75,446.01,27.2
1956-06-11,2.75,446.01,27.2
1956-06-12,2.75,446.01,27.2
1956-06-13,2.75,446.01,27.2
1956-06-14,2.75,446.01,27.2
1956-06-15,2.75,446.01,27.2
1956-06-16,2.75,446.01,27.2
1956-06-17,2.75,446.01,27.2
1956-06-18,2.75,446.01,27.2
1956-06-19,2.75,446.01,27.2
1956-06-20,2.75,446.01,27.2
1956-06-21,2.75,446.01,27.2
1956-06-22,2.75,446.01,27.2
1956-06-23,2.75,446.01,27.2
1956-06-24,2.75,446.01,27.2
1956-06-25,2.75,446.01,27.2
1956-06-26,2.25,446.01,27.2
1956-06-27,2.25,446.01,27.2
1956-06-28,2.75,446.01,27.2
1956-06-29,2.75,446.01,27.2
1956-06-30,2.75,446.01,27.2
1956-07-01,2.75,451.191,27.4
1956-07-02,2.75,451.191,27.4
1956-07-03,2.75,451.191,27.4
1956-07-04,2.75,451.191,27.4
