close,sigma_t
99.67836994586993,0.0076166344697348965
99.3260305064073,0.007486737029563603
100.0690306421849,0.007369877914512924
99.7257393371485,0.007404946996931875
99.44297413567342,0.0072892868347449805
99.93289038063897,0.007165808112295488
99.987433939445,0.007104610998361221
100.48855013951552,0.006961454909023729
99.40047797060119,0.00691402780517354
99.51441136184795,0.007201510286552631
98.02053275715062,0.007058020936497955
96.81312000059283,0.007698425337961935
97.60234785299471,0.008024395926729409
96.85711877290404,0.008051298275578848
97.05410673554776,0.008054275224512799
97.04519427760155,0.00788577615796008
96.91764423852214,0.007710691236903165
97.64584018741327,0.007548109794540819
95.79115895448578,0.007573449358991936
96.20844500677714,0.008561712867723472
97.24519792946558,0.008417212212304796
97.50206508394766,0.008564039122934465
98.42481297343836,0.008383921551704216
96.9686858514901,0.008456297459443865
96.97419593224322,0.008906522121984272
96.61398539832754,0.008692912605452264
97.1367607325648,0.008527905496186792
98.336500430636,0.008415325853583653
97.96202892921454,0.008666192961257457
98.37075061925486,0.008504384988853883
97.82960846477869,0.008357742186017559
98.08704531593162,0.008257250447373484
98.17286734374389,0.008089287966451393
99.22416365580726,0.007908769127448015
99.54791111956723,0.008091269318101415
99.4176685709554,0.007941730208860746
98.55982136603453,0.007769975149462455
97.8789092387873,0.007842530320606847
97.4575331536284,0.0078241936960427
97.11302248010249,0.007712043538253571
97.75359032067097,0.007585123566569968
97.98322516643113,0.007565925024685281
98.15341014513001,0.007421852834245527
97.36359191462748,0.007275262286557549
98.00142929183811,0.007349656321103659
98.44706380208791,0.007342224775870276
97.34848649505028,0.0072596797221767696
97.78251017931795,0.0075390455406138986
97.98271231604957,0.007444222748815589
96.9938269334383,0.00730072831036749
97.06351006536136,0.007499823343163008
97.17256149599979,0.007341545996373892
96.60931570916131,0.007192179238946531
97.41920940744562,0.007163341831637707
98.0332189223328,0.007260806721745959
98.40162607401767,0.0072477544976894325
98.47517036402849,0.007147141092811674
98.46822724805651,0.007003187624665561
98.795540887424,0.006863104783263483
98.98202121118048,0.006769542858277303
97.9242254235401,0.006652436559099375
98.06829496047771,0.006954967554629214
98.58832915187475,0.006824759838810268
98.65389138561612,0.006795679375478896
97.49841768961815,0.0066657692661249105
98.00578397684939,0.007050301583856742
97.56307687731626,0.007005093355809062
97.27021777912431,0.006939158026868353
96.73080795881428,0.00683481366540261
96.58796713513344,0.00681600936605602
97.02907434894,0.00669176326841742
97.17459510933199,0.006643116609674576
96.77475571267178,0.006526517802775999
97.35992028189797,0.006472226964075071
97.95361510396467,0.006495648826373776
98.53865528930015,0.006519955117030351
98.21590394570354,0.006536990387201698
98.26674752925523,0.006458055124803067
99.21914976383786,0.006341725293338166
99.68418566001834,0.006592121289011325
98.17212978808568,0.006553010881107383
97.05123156545385,0.007283303358479918
97.13079765598948,0.0075800462218241355
97.86906266811724,0.007419114077919149
98.06264909984787,0.007457037645301713
98.19232167552366,0.007312058988108194
97.36574934785493,0.007165580819748398
97.71635661115427,0.007268969492127499
98.28233251929058,0.007163354689093652
98.2221929787262,0.007134602082982535
98.71509848897499,0.00699050262671809
99.59723897606904,0.006941754918484406
99.14896713090154,0.007089012641874796
99.31171757947061,0.0070182841715210305
99.07816364986861,0.006887338744308048
99.58183201340871,0.006772480441024935
99.81187226576793,0.0067379585594925075
100.11168882402022,0.006628897704676301
100.60940104099303,0.006538772205952101
100.57813605251239,0.006513057537187744
101.24912698958528,0.006393712015988067
101.4148763874798,0.006452702009908666
100.87045513346915,0.006346093149065249
101.23474173075547,0.006348638252274276
101.71295589559872,0.006287819116772653
101.55090958501414,0.006266972366107267
102.1046292424614,0.006168108181325962
102.74490481990556,0.00618395658344733
102.50567608048664,0.006237043747241192
103.45230026133655,0.006151290188822729
102.8308460749368,0.006386950781053419
102.40712973182242,0.006415664205140407
101.9382795463495,0.006367381491795313
102.56997069060952,0.006337491030177693
102.89082938501222,0.006376688078155236
102.32227739839497,0.006301601008823769
102.3582681658065,0.006313695880195164
102.6224930044201,0.006202997193255513
101.76385477983784,0.006123794572147598
102.37110013368766,0.006307188121064041
102.87152989127692,0.006337475276573742
102.99917735884651,0.006320030061100411
103.8364974966334,0.006214748778919891
103.8391269151437,0.006370510105867173
104.82137229849643,0.006256870394175941
105.17308742413502,0.006498575412972108
105.47930942365356,0.0064232887095270605
104.94070231684323,0.0063408011758436375
105.568596238019,0.006332756761817049
105.58638898771248,0.006362148578690565
105.04271222834812,0.006248979000381456
103.05558532734592,0.00624814239330986
103.29263641623557,0.007478946886590931
103.47623670998867,0.007337745727914998
103.93250874990096,0.007195113100603458
104.64813931938926,0.007115571733836648
103.59787048480803,0.007137771831631192
104.08158841148146,0.007346985184346678
103.54860544385413,0.007268046339197247
104.21054551540091,0.007209224148776929
104.81285236572006,0.0072031097521105935
105.01541483891815,0.007171635310939592
105.45576232149106,0.00703795430809514
105.26416652031018,0.006959618830466202
105.35330123991163,0.006833407757441501
105.92351307651833,0.00670295119093285
105.9928461773003,0.006685101687340858
105.89335035824256,0.006559768121052134
106.01151714030232,0.006441492366496661
106.56239116218062,0.006329727254765658
106.42555763169558,0.006324922595621568
105.91754326421842,0.006219880611148657
106.31122983180316,0.00620567814003467
106.84532607794502,0.006155325251747571
106.04731612728482,0.006153893995776999
105.71629060742043,0.00627760589696199
105.10381247807148,0.006207458852196754
104.99308373308875,0.006237680597778678
105.04343739019838,0.0061343046225671135
105.46639929104997,0.006031865916669558
105.77306485174446,0.006000650155658615
106.04125636475834,0.005938758009714906
105.94336053347375,0.005871401035754462
106.46338764609372,0.005783390193722365
106.54005881682552,0.005799960945750346
107.41271828678948,0.005713762976253664
107.70015515870489,0.005917392679424956
107.05126651487959,0.005854203451151334
107.38826130242792,0.00591957740559362
107.2428223668482,0.0058679506748521345
107.58451766357116,0.005784350352455312
106.6486660785446,0.005740832877090351
106.16231586809921,0.005983003150183449
106.72084765525975,0.005974372516392612
106.37315916290478,0.00599401850543541
106.90364615681227,0.0059418010933267335
106.67085074429205,0.005951811014763023
106.96477180073771,0.005876753327427677
107.31665570535559,0.005817441405196535
107.44793739493399,0.005775067481046368
107.27222625518662,0.005694300067198989
106.91069213570323,0.005622586742776486
105.63021106984635,0.005593435590789377
105.44145409407439,0.006137487112643829
105.75286285959739,0.006047195240469099
106.47045680081779,0.005984086764620325
107.06418189677021,0.006078438343658784
107.52157338402583,0.006105470535443298
108.00651131623381,0.006078555188628571
108.3408905142998,0.006061716384707887
108.06317613104696,0.006001457892652371
108.71522413737574,0.005931764188542053
109.05488222857873,0.005990340693417024
109.2547647373308,0.005934447760652723
108.52933908558876,0.00585425245012191
108.57509826153034,0.005952729064351818
108.63890191931883,0.005858137002684398
109.20365066786577,0.005768531807042639
109.3817387650828,0.005798584354661442
109.32802784057716,0.0057217936675909315
110.19353688902955,0.00563796500491407
109.4636351194327,0.005829963052213298
109.4734332444451,0.005929378385981299
108.23572625107666,0.00583510727669235
108.67838553697362,0.006282505102630842
109.39291984314673,0.0062397581487987205
109.1422504216631,0.006304423443244632
109.74370681927083,0.006214833207809679
109.52078326326307,0.006230312922891333
110.21259289797638,0.006139586482293735
110.67515375963066,0.006198012149635962
111.20302363122758,0.006163398917581201
109.36346477603615,0.006151443938807155
110.35404000320442,0.0071050778561689175
